,Username,number_of_followers,people_following,total tweet,number of retweet,likes
0,Ritaora,6553695,1675,14091,11,196
,Username,number_of_followers,people_following,total tweet,number of retweet,likes
0,WHO,10500516,1750,67111,29,87
,Username,number_of_followers,people_following,total tweet,number of retweet,likes
0,RyanReynolds,18655689,1108,2745,1,53
