,Username,popularity_score,reach_score
0,Ritaora,202,6552025
0,WHO,238,10497942
0,RyanReynolds,54,18653972
,index,popularity_score,reach_score
0,spider_man,4504,1661864
0,avengers,2281,6823537
0,captain_america,1725,2942074
,index,popularity_score,reach_score
0,spider_man,4504,1661864
0,avengers,2281,6823537
0,captain_america,1725,2942074
,index,popularity_score,reach_score
0,spider_man,4521,1662385
0,avengers,1347,6824078
0,captain_america,1725,2942044
